links,titles,News,combined,Year,day,date,time_of_accident,publish_time,time_desc,Number_of_deaths,Number_of_injuries,Location,Accident_type,Vehicle type,multiple,Injurybool,Remarks
https://www.observerbd.com/news.php?id=319689,"Mother Killed, police official injured in Madaripur road accident","Mother Killed, police official injured in Madaripur road accidentA woman was killed and his son injured in a road accident at Sadar upazila in Madaripur district on Wednesday. Deceased Rozina Parveen, 55, was the wife of Jalal Ahmed of Barguna district. Locals said a covered van hit a motorcycle, carrying assistant sub-inspector of police Mahfuzur Rahman and his mother Rozina, from behind on Mostafapur Bridge on the Dhaka-Barishal highway around 12:30 pm, leaving Rozina dead on the spot and her son injured. Injured Mahfuzur was admitted to Madaripur Sadar Hospital.Confirming the matter, Madaripur Sadar Police Station OC Rezaul Karim said police seized the covered van but its driver managed to flee the scene.AH/MUS","Mother Killed, police official injured in Madaripur road accident: A woman was killed and his son injured in a road accident at Sadar upazila in Madaripur district on Wednesday. Deceased Rozina Parveen, 55, was the wife of Jalal Ahmed of Barguna district. Locals said a covered van hit a motorcycle, carrying assistant sub-inspector of police Mahfuzur Rahman and his mother Rozina, from behind on Mostafapur Bridge on the Dhaka-Barishal highway around 12:30 pm, leaving Rozina dead on the spot and her son injured. Injured Mahfuzur was admitted to Madaripur Sadar Hospital.Confirming the matter, Madaripur Sadar Police Station OC Rezaul Karim said police seized the covered van but its driver managed to flee the scene.AH/MUS",2021,Wednesday,30-Jun,12:30 PM,10:11 PM,"Wednesday, 30 June, 2021 at 10:11 PM",1,0,Madaripur,Collision,"Covered van, Motorcycle",0,1,
https://www.observerbd.com/news.php?id=319655,Three killed in Satkhira bike accident,"Three killed in Satkhira bike accidentThree men were killed after their motorcycle hit a roadside electric pole at Debhata upazila in Satkhira district on Tuesday night.The deceased were identified as Mohiuddin alias Sojeeb Hossain, 26, son of Mofizul Karigor, Ashraful Islam, 25, son of late Afsar Ali, and Mamun Hossain, 17, son of Jahangir Hossain, residents of Puspakati area of the upazila.Locals said the accident took place near Parulia School area around 10 pm when they were going to Satkhira from Parulia Bus Stand by a motorcycle, leaving them dead on the spot.Debhata Police Station officer in-charge (OC) Biplab Kumar Saha said the bodies were recovered and will be sent to hospital morgue.MZR/ALM","Three killed in Satkhira bike accident: Three men were killed after their motorcycle hit a roadside electric pole at Debhata upazila in Satkhira district on Tuesday night.The deceased were identified as Mohiuddin alias Sojeeb Hossain, 26, son of Mofizul Karigor, Ashraful Islam, 25, son of late Afsar Ali, and Mamun Hossain, 17, son of Jahangir Hossain, residents of Puspakati area of the upazila.Locals said the accident took place near Parulia School area around 10 pm when they were going to Satkhira from Parulia Bus Stand by a motorcycle, leaving them dead on the spot.Debhata Police Station officer in-charge (OC) Biplab Kumar Saha said the bodies were recovered and will be sent to hospital morgue.MZR/ALM",2021,Wednesday,30-Jun,10:00 PM,11:32 AM,"Wednesday, 30 June, 2021 at 11:32 AM",3,0,"Debhata, Satkhira",Lost control,Motorcycle,0,0,
https://www.observerbd.com/news.php?id=319338,"2 killed, 5 injured in Cumilla road accident","Two were killed and five others were severely injured as a bus fell into a roadside ditch on the Dhaka-Chittagong highway in Chandina at early Monday.The identities of the deceased and injured persons could not be known immediately, police said.Elliot Ganj Highway Police Assistant Sub-Inspector (ASI) Ali told BSS that the accident occurred near Chandina Palaki Cinema Hall area around 5.30 am, when a CDM Paribahan bus fell into a roadside ditch as its driver lost control over the steering, leaving the bus driver and helper dead on the spot and injuring others.Being informed, police rushed to the spot and rescued the injured persons in critical condition.The wounded were taken to Chandina Upazila Health Complex for treatment, the ASI said.“The bodies have been kept in the morgue,” he said, adding that  police are trying to find out the identities of the deceased.ALM","2 killed, 5 injured in Cumilla road accident: Two were killed and five others were severely injured as a bus fell into a roadside ditch on the Dhaka-Chittagong highway in Chandina at early Monday.The identities of the deceased and injured persons could not be known immediately, police said.Elliot Ganj Highway Police Assistant Sub-Inspector (ASI) Ali told BSS that the accident occurred near Chandina Palaki Cinema Hall area around 5.30 am, when a CDM Paribahan bus fell into a roadside ditch as its driver lost control over the steering, leaving the bus driver and helper dead on the spot and injuring others.Being informed, police rushed to the spot and rescued the injured persons in critical condition.The wounded were taken to Chandina Upazila Health Complex for treatment, the ASI said.“The bodies have been kept in the morgue,” he said, adding that  police are trying to find out the identities of the deceased.ALM",2021,Monday,28-Jun,5.30 am,2:59 PM,"Monday, 28 June, 2021 at 2:59 PM",2,5,"Dhaka Chittagong highway, Chandina, Cumilla",Lost control,Bus,0,1,
https://www.observerbd.com/news.php?id=319194,Four killed in Jashore accident on way to buy cattle,"Four killed in Jashore accident on way to buy cattleFour cattle traders were killed and one was injured when a truck smashed their private car in Jashore district town on Sunday.Critically injured trader is now undergoing treatment at Jashore-250 Bed General Hospital.Three of the deceased were identified as Noyon, Nayeem and Jonny. All of them hailed from Chattogram.Police said the four cattle traders were going to Satmail in Sharsha upazila to buy cows. When the car reached Malonchi, the truck from opposite side rammed the vehicle, leaving three including the car driver dead on the scene.Later, another one succumbed to his wounds after taking Jashore Hospital. TF","Four killed in Jashore accident on way to buy cattle: Four cattle traders were killed and one was injured when a truck smashed their private car in Jashore district town on Sunday.Critically injured trader is now undergoing treatment at Jashore-250 Bed General Hospital.Three of the deceased were identified as Noyon, Nayeem and Jonny. All of them hailed from Chattogram.Police said the four cattle traders were going to Satmail in Sharsha upazila to buy cows. When the car reached Malonchi, the truck from opposite side rammed the vehicle, leaving three including the car driver dead on the scene.Later, another one succumbed to his wounds after taking Jashore Hospital. TF",2021,Sunday,27-Jun,,3:48 PM,"Sunday, 27 June, 2021 at 3:48 PM",4,1,"Malonchi, Jessore",Collision,"Truck, Private Car",0,1,
https://www.observerbd.com/news.php?id=319024,Two killed in Mymensingh road accident,"Two killed in Mymensingh road accident Two people were killed in a road accident at Bhaluka upazila in Mymensingh district early Saturday. The deceased were identified as Azizur Rahman, 50, and Shafiqul Islam, 40. They both were residents of Jangaldia area in Sherpur district.Local and police sources said a truck hit a stationary pickup van after its driver loosing control over the steering at Bhoradoba Nishinda area, leaving the pickup van passengers Azizur and Shafiqul dead on the spot and its driver Ramjan injured.Injured Ramjan was rescued and admitted to Mymensingh Medical College Hospital. Bhoradoba Highway Police Station officer in-charge Md Mashiur Rahman confirmed the matter.AS/MUS","Two killed in Mymensingh road accident:  Two people were killed in a road accident at Bhaluka upazila in Mymensingh district early Saturday. The deceased were identified as Azizur Rahman, 50, and Shafiqul Islam, 40. They both were residents of Jangaldia area in Sherpur district.Local and police sources said a truck hit a stationary pickup van after its driver loosing control over the steering at Bhoradoba Nishinda area, leaving the pickup van passengers Azizur and Shafiqul dead on the spot and its driver Ramjan injured.Injured Ramjan was rescued and admitted to Mymensingh Medical College Hospital. Bhoradoba Highway Police Station officer in-charge Md Mashiur Rahman confirmed the matter.AS/MUS",2021,Saturday,26-Jun,,2:45 PM,"Saturday, 26 June, 2021 at 2:45 PM",2,1,"Bhaluka, mymensingh",Lost control,"Truck, Pickup Van",0,1,
https://www.observerbd.com/news.php?id=318457,Two killed in Cox's Bazar road accidents,"Two people were killed in separate road accidents at Ukhia upazila in Cox's Bazar district on Tuesday afternoon.The deceased were identified as Mohammad Tareque, 25, son of Hossain Ahmed of Kalabagan area under Ramu upazila, and Nahidul Islam, 3, son of Nurul Islam of Rajapalong area under Ukhia upazila, in the district. A microbus collided head-on with a CNG-run auto-rickshaw at Battali area, leaving Tareque dead on the spot and four others injured.The injured was rescued and admitted to a local hospital. Meanwhile, Nahidul died on the spot after a pick-up van ran over him at Ukhia College area. Confirming the matter, Ukhia Police Station OC Ahmed Sanjul Morshed said the vehicles were seized. FA/MUS","The deceased were identified as Mohammad Tareque, 25, son of Hossain Ahmed of Kalabagan area under Ramu upazila. A microbus collided head-on with a CNG-run auto-rickshaw at Battali area, leaving Tareque dead on the spot and four others injured.The injured was rescued and admitted to a local hospita",2021,Tuesday,22-Jun,,7:44 PM,"Tuesday, 22 June, 2021 at 7:44 PM",1,0,"Battali, Ukhia, Cox's Bazar",Collision,"Microbus, CNG Run Auto Rickshaw",1,1,
https://www.observerbd.com/news.php?id=318457,Two killed in Cox's Bazar road accidents,"Two people were killed in separate road accidents at Ukhia upazila in Cox's Bazar district on Tuesday afternoon.The deceased were identified as Mohammad Tareque, 25, son of Hossain Ahmed of Kalabagan area under Ramu upazila, and Nahidul Islam, 3, son of Nurul Islam of Rajapalong area under Ukhia upazila, in the district. A microbus collided head-on with a CNG-run auto-rickshaw at Battali area, leaving Tareque dead on the spot and four others injured.The injured was rescued and admitted to a local hospital. Meanwhile, Nahidul died on the spot after a pick-up van ran over him at Ukhia College area. Confirming the matter, Ukhia Police Station OC Ahmed Sanjul Morshed said the vehicles were seized. FA/MUS","Nahidul Islam, 3, son of Nurul Islam of Rajapalong area under Ukhia upazila, in the district.l. Meanwhile, Nahidul died on the spot after a pick-up van ran over him at Ukhia College area. Confirming the matter, Ukhia Police Station OC Ahmed Sanjul Morshed said the vehicles were seized. FA/MUS",2021,Tuesday,22-Jun,,7:44 PM,"Tuesday, 22 June, 2021 at 7:44 PM",1,4,"Ukhia College,Ukhia, Cox's Bazar",Ran over,Pickup Van,1,1,
https://www.observerbd.com/news.php?id=318258,"Man, nephew killed in Chattogram bike accident","Man, nephew killed in Chattogram bike accidentTwo motorcyclists were killed and another was injured in a road accident at Economic Zone area in Mirsarai upazila of Chattogram district on Sunday night.The deceased were identfiied as Zabed Hossain, 30 and his nephew Nazmul Hossain, 12 of the upazila.The accident occurred around 10 pm when the motorbike off the road after its rider lost control over it , leaving three people injured, said Shilbrata Barua, assistant sub-inspector of Chattogram Medical College and Hospital police camp.Later, they were taken to the hospital where the doctors declared the two dead.","Man, nephew killed in Chattogram bike accident: Two motorcyclists were killed and another was injured in a road accident at Economic Zone area in Mirsarai upazila of Chattogram district on Sunday night.The deceased were identfiied as Zabed Hossain, 30 and his nephew Nazmul Hossain, 12 of the upazila.The accident occurred around 10 pm when the motorbike off the road after its rider lost control over it , leaving three people injured, said Shilbrata Barua, assistant sub-inspector of Chattogram Medical College and Hospital police camp.Later, they were taken to the hospital where the doctors declared the two dead.",2021,Monday,21-Jun,10:00 PM,10:55 AM,"Monday, 21 June, 2021 at 10:55 AM",2,1,"Mirsarai, Chittagong",Lost control,"Motorcycle, Motorcycle",0,1,
https://www.observerbd.com/news.php?id=318199,10 killed in road accidents in 4 districts,"Oblivious of the risk of accident, two women scale the median of Mayor Hanif Flyover at Jatrabari in the capital on Sunday.	photo : Observer Ten people were killed and several others injured in road accidents in Narsingdi, Manikganj, Savar and Panchagarh in last two days. Five microbus passengers, including two children, were killed as a truck hit the vehicle in Narsingdi district town on Saturday midnight, reports our Narsingdi correspondent.The incident on Ghorashal-Tongi regional road at Sakura intersection also left eight people injured. The deceased were Mukti Akhter, 30, his son Sadeq Khan, 8, Rubi Akhter, 33, her daughter Raima Khan, 5, and Shamsunnahar, 60. All of them were relatives. Mukti and Rahima died on the spot while Sadequl on way to Narsingdi Sadar Hospital and Rubi and Rokeya on way to Dhaka, police and physicians said.The microbus carrying 14 passengers met the accident while returning home after visiting a mazar in Sylhet, said Additional Superintendent of Narsingdi Police Inamul Haque.Of the eight injured, four were shifted to Dhaka Medical College Hospital in critical conditions. The police seized the truck and are trying to nab its driver, the official added.In Shivalaya upazila of Manikganj, a woman was killed and her husband injured as passenger bus ran over a rickshaw on Sunday, reports our correspondent.Deceased Mazeda Begum, 35, was the wife of Farid Mia, a resident of Ramnagar village in Mohadebpur union under the upazila.Barangail highway police outpost OC Riad Mahmud said a bus of 'Eagle Paribahan' ran over a rickshaw in Barangail Bus Stand area on Dhaka-Aricha highway around 1:00pm, leaving Mazeda dead on the spot and her husband injured.Our Saver correspondent reported that two people died in separate road accidents in Savar on Sunday. The deceased are Joynul Abedin, 45, and Asiya Begum, 20.Savar Highway Police Sub-Inspector Mozammel Haque said a truck carrying rods overturned in front of Savar's Rajalakh Farm on Dhaka-Aricha highway on Sunday morning. The assistant of the truck driver, Joynul Abedin, died on the spot. The body of the deceased was recovered and brought to Savar Highway Police Station. A pregnant woman was run over by a truck at Ashulia of Savar, on the outskirts of capital Dhaka, the same morning.  Deceased Asiya Begum, 20, was a worker of Snowtex Outerwear Ltd, a readymade garments factory.Police said a truck ran over her at Niribili on Dhaka-Aricha highway in the morning when she was going to work, leaving her dead on the spot.Our Panchagarh Correspondent adds: Two men were killed and another two were injured in a collision between a trolley and a three-wheeler on Banglabandha-Tentulia highway on Saturday. The deceased were Shahin Hossan, 25, and Zakir Hossan. The accident occurred in Rano Chandi area of Panchagarh's Tentulia upazila.  The injured have been admitted to a local hospital, said police.","The risk of accident, two women scale the median of Mayor Hanif Flyover at Jatrabari in the capital on Sunday.",2021,Monday,21-Jun,1:00 PM,12:00 AM,"Monday, 21 June, 2021 at 12:00 AM",5,8,"Jatrabari Flyover, Jatrabari, Dhaka",Ran over,"Truck, Microbus",1,1,
https://www.observerbd.com/news.php?id=318199,10 killed in road accidents in 4 districts,"Oblivious of the risk of accident, two women scale the median of Mayor Hanif Flyover at Jatrabari in the capital on Sunday.	photo : Observer Ten people were killed and several others injured in road accidents in Narsingdi, Manikganj, Savar and Panchagarh in last two days. Five microbus passengers, including two children, were killed as a truck hit the vehicle in Narsingdi district town on Saturday midnight, reports our Narsingdi correspondent.The incident on Ghorashal-Tongi regional road at Sakura intersection also left eight people injured. The deceased were Mukti Akhter, 30, his son Sadeq Khan, 8, Rubi Akhter, 33, her daughter Raima Khan, 5, and Shamsunnahar, 60. All of them were relatives. Mukti and Rahima died on the spot while Sadequl on way to Narsingdi Sadar Hospital and Rubi and Rokeya on way to Dhaka, police and physicians said.The microbus carrying 14 passengers met the accident while returning home after visiting a mazar in Sylhet, said Additional Superintendent of Narsingdi Police Inamul Haque.Of the eight injured, four were shifted to Dhaka Medical College Hospital in critical conditions. The police seized the truck and are trying to nab its driver, the official added.In Shivalaya upazila of Manikganj, a woman was killed and her husband injured as passenger bus ran over a rickshaw on Sunday, reports our correspondent.Deceased Mazeda Begum, 35, was the wife of Farid Mia, a resident of Ramnagar village in Mohadebpur union under the upazila.Barangail highway police outpost OC Riad Mahmud said a bus of 'Eagle Paribahan' ran over a rickshaw in Barangail Bus Stand area on Dhaka-Aricha highway around 1:00pm, leaving Mazeda dead on the spot and her husband injured.Our Saver correspondent reported that two people died in separate road accidents in Savar on Sunday. The deceased are Joynul Abedin, 45, and Asiya Begum, 20.Savar Highway Police Sub-Inspector Mozammel Haque said a truck carrying rods overturned in front of Savar's Rajalakh Farm on Dhaka-Aricha highway on Sunday morning. The assistant of the truck driver, Joynul Abedin, died on the spot. The body of the deceased was recovered and brought to Savar Highway Police Station. A pregnant woman was run over by a truck at Ashulia of Savar, on the outskirts of capital Dhaka, the same morning.  Deceased Asiya Begum, 20, was a worker of Snowtex Outerwear Ltd, a readymade garments factory.Police said a truck ran over her at Niribili on Dhaka-Aricha highway in the morning when she was going to work, leaving her dead on the spot.Our Panchagarh Correspondent adds: Two men were killed and another two were injured in a collision between a trolley and a three-wheeler on Banglabandha-Tentulia highway on Saturday. The deceased were Shahin Hossan, 25, and Zakir Hossan. The accident occurred in Rano Chandi area of Panchagarh's Tentulia upazila.  The injured have been admitted to a local hospital, said police.","Five microbus passengers, including two children, were killed as a truck hit the vehicle in Narsingdi district town on Saturday midnight, reports our Narsingdi correspondent.",2021,Monday,21-Jun,1:00 PM,12:00 AM,"Monday, 21 June, 2021 at 12:00 AM",1,1,"Sadar, Narsingdi",Ran over,"Passenger Bus, Rickshaw",1,1,
